NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
339113,Surgical Appliance and Supplies Manufacturing ,Firefighting suits and accessories manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"First-aid, snake bite, or burn kits manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Foot appliances, orthopedic, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Furniture, hospital, specialized (e.g., hospital beds, operating room furniture), manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Gas masks manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Gauze, surgical, made from purchased fabric",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Gloves, rubber (e.g., electrician's, examination, household-type, surgeon's), manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Gynecological supplies and appliances manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Hard hats manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Helmets (except athletic), safety (e.g., motorized vehicle crash helmets, space helmets), manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Hosiery, orthopedic support, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Hospital beds manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Hospital furniture, specialized (e.g., hospital beds, operating room furniture)",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Hydrotherapy equipment manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Implants, surgical, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Incubators, infant, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Incubators, laboratory-type, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Infant incubators manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Intraocular lenses manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Intrauterine devices manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Laboratory-type evaporation apparatus manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Laboratory-type sample preparation apparatus manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Life preservers manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Limbs, artificial, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Metal fabric and mesh safety gloves manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Noise protectors, personal, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Nose and ear plugs manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Operating room tables manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Orthopedic canes manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Orthopedic device manufacturing and sale in retail environment,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Orthopedic devices manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Orthopedic extension shoes manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Orthopedic hosiery, elastic, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Personal safety devices, not specified elsewhere, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Prosthetic appliances and supplies manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Radiation shielding aprons, gloves, and sheeting manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Respiratory protection mask manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Restraints, patient, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Shoes, orthopedic extension, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Slitting medical adhesive tapes for the trade,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Space suits manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Splints manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Sterilizers, hospital and surgical, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Sterilizers, laboratory-type (except dental), manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Stretchers, medical, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Suits, firefighting, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Suits, space, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Supports, orthopedic (e.g., abdominal, ankle, arch, kneecap), manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Surgical and medical masks manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Surgical dressings manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Surgical implants manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Surgical supplies (except medical instruments) manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Sutures, surgical, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Tapes, medical adhesive, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Tongue depressors manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Traction apparatus manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Ultrasonic medical cleaning equipment manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Vacuum pumps, laboratory-type, manufacturing",OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Welder's hoods manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,Wheelchairs manufacturing,OOA,     ,No,No,No,No,0
339113,Surgical Appliance and Supplies Manufacturing ,"Whirlpool baths (i.e., hydrotherapy equipment) manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Abrasive points, wheels, and disks, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Amalgams, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Autoclaves, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Cements, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Chairs, dentist's, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Cutting instruments, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental alloys for amalgams manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental chairs manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental equipment and instruments manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental glues and cements manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Dental hand instruments (e.g., forceps) manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental impression materials manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental instrument delivery systems manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental laboratory equipment manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Dental wax manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Denture materials manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Drills, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Enamels, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Furnaces, dental laboratory, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Glue, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Impression material, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Orthodontic appliances manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Points, abrasive dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Sterilizers, dental, manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Teeth (except customized) manufacturing,OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,"Tools, dentists', manufacturing",OOA,     ,No,No,No,No,0
339114,Dental Equipment and Supplies Manufacturing ,Ultrasonic dental equipment manufacturing,OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,Contact lenses manufacturing,OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Eyeglass frames (i.e., fronts and temples), ophthalmic, manufacturing",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Eyes, glass and plastics, manufacturing",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Goggles (e.g., industrial, safety, sun, underwater) manufacturing",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Lens coating, ophthalmic",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Lens grinding, ophthalmic (except in retail stores)",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Lens mounts, ophthalmic, manufacturing",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Lens polishing, ophthalmic",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Lenses, ophthalmic, manufacturing",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Magnifiers, corrective vision-type, manufacturing",OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,Sunglasses and goggles manufacturing,OOA,     ,No,No,No,No,0
339115,Ophthalmic Goods Manufacturing ,"Temples and fronts (i.e., eyeglass frames), ophthalmic, manufacturing",OOA,     ,No,No,No,No,0
339116,Dental Laboratories ,"Bridges, custom made in dental laboratories",Dental Laboratories,Medical & Dental Offices,No,No,Yes,Yes,33911600_29201100_00000000
339116,Dental Laboratories ,Dental laboratories,Dental Laboratories,Medical & Dental Offices,No,No,Yes,Yes,33911600_29201100_00000000
339116,Dental Laboratories ,"Dentures, custom made in dental laboratories",Dental Laboratories,Medical & Dental Offices,No,No,Yes,Yes,33911600_29201100_00000000
339116,Dental Laboratories ,"Mouth guards and protectors, custom made in dental laboratories",OOA,     ,No,No,No,No,0
339116,Dental Laboratories ,"Orthodontic appliance, custom made in dental laboratories",Dental Laboratories,Medical & Dental Offices,No,No,Yes,Yes,33911600_29201100_00000000
339116,Dental Laboratories ,"Teeth, custom made in dental laboratories",Dental Laboratories,Medical & Dental Offices,No,No,Yes,Yes,33911600_29201100_00000000
339910,Jewelry and Silverware Manufacturing ,"Bracelets, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Buttons, precious metal, precious stones, semiprecious stones, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Card cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Cases, jewelry, metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Chains or necklace, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Checkbook covers, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Cigar cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Cigarette cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Coin purses, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Comb cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Compacts, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Cosmetic bags, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Costume jewelry manufacturing,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Cuff links, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Cutlery, precious metal (except precious plated), manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Diamond cutting and polishing,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Drilling pearls,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Engraving and etching precious metal flatware,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Engraving and etching precious metal jewelry,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Engraving and/or etching costume jewelry,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Findings, jeweler's, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Handbags, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Hollowware, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Jewel settings and mountings, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Jeweler's findings and materials manufacturing,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Jewelry, costume, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Jewelry, natural or cultured pearls, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Jewelry, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Key cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Lapidary work manufacturing,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Lighters, cigar and cigarette, clad with precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Novelties, precious metal (except precious plated), manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Pearl drilling, peeling, or sawing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Pearls, costume, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Personal goods, metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Pewter ware manufacturing,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Pins and brooches, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Pocketbooks, precious metal, men's or women's, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Purses, precious metal or clad with precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Rosaries and other small religious articles, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Sewing cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,Stamping coins,OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Straps, watch, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Table cutlery, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Tobacco pouches, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Toilet kits and cases, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Trophies, precious metal (except precious plated), manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Wallets, precious metal, manufacturing",OOA,     ,No,No,No,No,0
339910,Jewelry and Silverware Manufacturing ,"Watch bands, metal, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Archery equipment manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Athletic goods (except ammunition, clothing, footwear, small arms) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Badminton equipment manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Bags, golf, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Bags, punching, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Bait, artificial, fishing, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Balls, baseball, basketball, football, golf, tennis, pool, and bowling, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Baseball equipment and supplies (except footwear, uniforms) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Basketball equipment and supplies (except footwear, uniforms) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Billiard equipment and supplies manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Bobsleds manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Boomerangs manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Bowling pin machines, automatic, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Bows, archery, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Boxing equipment manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Caddy carts manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Carts, caddy, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Clubs, sporting goods (e.g., golf, Indian), manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Croquet sets manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Dumbbells manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Exercise machines manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Fencing equipment (sporting goods) manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Fishing tackle and equipment (except lines, nets, seines) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Fitness equipment manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Flies, artificial fishing, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Football equipment and supplies (except footwear, uniforms) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Gloves, sport and athletic (e.g., baseball, boxing, racquetball, handball), manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Golfing equipment (e.g., bags, balls, caddy carts, clubs, tees) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Gymnasium and playground equipment, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Helmets, athletic (except motorized vehicle crash helmets), manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Hockey equipment (except apparel) manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Hockey skates manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Hooks, fishing, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Ice skates manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Jogging machines, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Leather gloves, athletic, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Protectors, sports (e.g., baseball, basketball, hockey), manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Reels, fishing, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Rods and rod parts, fishing, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Roller skates manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Sailboards manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Scuba diving equipment manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Skateboards manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Skates and parts, ice and roller, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Skis and skiing equipment (except apparel) manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Snowshoes manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Sporting goods (except ammunition, clothing, footwear, small arms) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Squash equipment (except apparel) manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Sticks, sports (e.g., hockey, lacrosse), manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Surfboards manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Swimming pools, above ground, manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Tackle, fishing (except line, nets, seines), manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Tennis goods (e.g., balls, frames, rackets) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Toboggans manufacturing,OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,"Track and field athletic equipment (except apparel, footwear) manufacturing",OOA,     ,No,No,No,No,0
339920,Sporting and Athletic Goods Manufacturing,Wet suits manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Action figures manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Automobiles, children's, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Balls, rubber (except athletic equipment), manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Carriages, baby, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Carriages, doll, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Checkers and checkerboards manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Chessmen and chessboards manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Clothing, doll, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Craft and hobby kits and sets manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Darts and dart games manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Dishes, toy, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Doll carriages and carts manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Doll clothing manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Dolls, doll parts, and doll clothing (except wigs) manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Electronic toys and games manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Electronic video games, handheld, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Embroidery kits manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Games (except coin- or card-operated), children's and adult, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Gaming consoles manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Gocarts, children's, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Hobbyhorses manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Kites manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Marbles manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Model kits manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Model railroad manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Models, toy and hobby (e.g., airplane, boat, ship), manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Musical instruments, toy, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Railroad models, hobby and toy, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Rifles, toy, manufacturing",OOA,     ,No,No,No,No,0
